town,county,lat,lon
stottesdon,shropshire,52.43,-2.48
stoughton,west sussex,50.89,-0.86
stoughton,surrey,51.24,-0.59
stoughton,leicestershire,52.61,-1.05
stoughton cross,somerset,51.23,-2.83
stoulton,hereford and worcester,52.13,-2.14
stour,warwickshire,52.04,-1.61
stour,suffolk,51.98,0.77
stour,cambridgeshire,52.16,0.39
stour,staffordshire,52.54,-2.24
stour,dudley,52.47,-2.11
stour,hereford and worcester,52.44,-2.23
stour,dorset,50.74,-1.81
stour,kent,51.31,1.19
stourbridge,staffordshire,52.44,-2.17
stour bridge canal,dudley,52.47,-2.14
stourpaine,dorset,50.88,-2.2
stourport-on-severn,hereford and worcester,52.33,-2.28
stour provost,dorset,50.98,-2.3
stour row,dorset,50.98,-2.25
stourton,wiltshire,51.10,-2.32
stourton,staffordshire,52.46,-2.2
stourton,warwickshire,52.02,-1.57
stourton,leeds,53.76,-1.51
stourton caundle,dorset,50.93,-2.41
stourton hill,warwickshire,52.01,-1.56
stout,somerset,51.07,-2.81
stoven,suffolk,52.37,1.58
stow,lincolnshire,53.31,-0.68
stow bardolph,norfolk,52.61,0.39
stow bedon,norfolk,52.52,0.87
stowbridge,norfolk,52.63,0.36
stow cum quy,cambridgeshire,52.21,0.22
stowe,shropshire,52.35,-3.01
stowe,hereford and worcester,52.11,-3.05
stowe,gloucestershire,51.75,-2.63
stowe,staffordshire,52.68,-1.82
stowe-by-chartley,staffordshire,52.84,-2.0
stowe green,gloucestershire,51.75,-2.63
stowell,somerset,50.99,-2.45
stowell,gloucestershire,51.81,-1.88
st owen's cross,hereford and worcester,51.91,-2.68
stowfield,gloucestershire,51.85,-2.59
stowford,devon,51.15,-3.93
stowford,devon,51.01,-3.96
stowford,devon,50.89,-4.43
stowford,devon,50.75,-4.22
stowford,devon,50.69,-3.26
stowford,devon,50.65,-4.22
stowgate,lincolnshire,52.67,-0.24
stowlangtoft,suffolk,52.27,0.85
stow lawn,wolverhampton,52.57,-2.08
stow longa,cambridgeshire,52.31,-0.38
stow maries,essex,51.66,0.64
stowmarket,suffolk,52.18,0.99
stow-on-the-wold,gloucestershire,51.92,-1.72
stowting,kent,51.12,1.02
stowting common,kent,51.14,1.02
stowting court,kent,51.12,1.01
stowupland,suffolk,52.20,1.01
st paul's,gloucestershire,51.85,-2.26
st paul's cray,bromley,51.40,0.09
st paul's walden,hertfordshire,51.88,-0.27
st peter's,gloucestershire,51.90,-2.1
st peters,kent,51.36,1.41
st peter's,gateshead,54.96,-1.57
st peter south elmham,suffolk,52.40,1.42
st peter the great,hereford and worcester,52.16,-2.22
st pinnock,cornwall,50.43,-4.53
stradbroke,suffolk,52.31,1.27
stradishall,suffolk,52.13,0.54
stradsett,norfolk,52.61,0.45
stragglethorpe,lincolnshire,53.05,-0.64
straight soley,wiltshire,51.44,-1.54
stramshall,staffordshire,52.91,-1.89
strand,gloucestershire,51.81,-2.42
strands,cumbria,54.24,-3.26
strangeways,manchester,53.48,-2.24
strangford,hereford and worcester,51.94,-2.61
strangways,wiltshire,51.18,-1.8
stratfield mortimer,berkshire,51.37,-1.05
stratfield saye,hampshire,51.34,-1.02
stratfield turgis,hampshire,51.32,-1.01
stratford,gloucestershire,52.04,-2.17
stratford,bedfordshire,52.10,-0.27
stratford st mary,essex,51.96,0.96
stratford sub castle,wiltshire,51.08,-1.81
stratford tony,wiltshire,51.03,-1.87
stratford upon-avon,warwickshire,52.19,-1.72
stratford-upon-avon canal,warwickshire,52.28,-1.74
stratford-upon-avon canal,solihull,52.38,-1.83
strathbalne,stirling,55.98,-4.3
strathyre,stirling,56.32,-4.33
stratton,dorset,50.73,-2.49
stratton,cornwall,50.82,-4.52
stratton,gloucestershire,51.72,-1.98
stratton audley,oxfordshire,51.92,-1.12
stratton chase,buckinghamshire,51.63,-0.58
stratton-on-the-fosse,somerset,51.24,-2.5
stratton st margaret,swindon,51.58,-1.75
stratton st michael,norfolk,52.49,1.23
stratton strawless,norfolk,52.73,1.28
strawberry bank,cumbria,54.29,-2.9
strawberry hill,east sussex,51.11,0.22
strawberry hill,wakefield,53.68,-1.36
streat,east sussex,50.91,-0.08
streatham,lambeth,51.42,-0.13
streatham hill,lambeth,51.44,-0.13
streatham park,wandsworth,51.42,-0.14
streatham vale,merton,51.41,-0.14
streatley,bedfordshire,51.94,-0.44
streatley,berkshire,51.51,-1.15
street,somerset,51.12,-2.74
street,somerset,50.85,-2.92
street,devon,50.69,-3.16
street,cumbria,54.46,-2.58
street,lancashire,53.96,-2.73
street,north yorkshire,54.42,-0.87
street ash,somerset,50.91,-3.02
street ashton,warwickshire,52.43,-1.33
street dinas,shropshire,52.93,-2.99
street end,hampshire,50.96,-1.21
street end,west sussex,50.78,-0.79
street end,kent,51.23,1.06
street gate,gateshead,54.92,-1.67
streethay,staffordshire,52.68,-1.79
streethouse,wakefield,53.67,-1.41
street houses,north yorkshire,53.89,-1.21
streetlam,north yorkshire,54.37,-1.52
street lane,derbyshire,53.02,-1.43
streetly,birmingham,52.58,-1.86
streetly end,cambridgeshire,52.10,0.34
street on the fosse,somerset,51.14,-2.55
strefford,shropshire,52.46,-2.82
strelley,nottinghamshire,52.96,-1.25
strensall,york,54.03,-1.03
strensham,hereford and worcester,52.05,-2.13
stretch down,devon,50.90,-3.69
stretcholt,somerset,51.18,-3.01
strete,devon,50.31,-3.64
strete raleigh,devon,50.74,-3.36
stretford,hereford and worcester,52.20,-2.7
stretford brook,hereford and worcester,52.07,-2.78
stretford court,hereford and worcester,52.19,-2.82
strethall,essex,52.02,0.15
stretham,cambridgeshire,52.34,0.21
strettington,west sussex,50.85,-0.73
stretton,cheshire,53.33,-2.58
stretton,cheshire,53.06,-2.83
stretton,derbyshire,53.14,-1.41
stretton,staffordshire,52.69,-2.17
stretton,staffordshire,52.83,-1.63
stretton,rutland,52.72,-0.6
stretton en le field,leicestershire,52.69,-1.55
stretton grandison,hereford and worcester,52.09,-2.54
stretton-on-dunsmore,warwickshire,52.34,-1.41
stretton-on-fosse,warwickshire,52.04,-1.68
stretton sugwas,hereford and worcester,52.07,-2.78
stretton under fosse,warwickshire,52.42,-1.33
stretton westwood,shropshire,52.57,-2.6
strines,stockport,53.37,-2.04
stringston,somerset,51.17,-3.18
strixton,northamptonshire,52.24,-0.68
stroat,gloucestershire,51.67,-2.62
stronachlachar,stirling,56.25,-4.58
strood,kent,51.05,0.63
strood,kent,51.39,0.47
strood green,west sussex,51.00,-0.54
strood green,west sussex,51.07,-0.38
strood green,surrey,51.21,-0.28
strothers dale,northumberland,54.90,-2.04
stroud,hampshire,51.00,-0.97
stroud,surrey,51.10,-0.68
stroud,gloucestershire,51.74,-2.23
stroude,surrey,51.40,-0.56
strouden,bournemouth,50.74,-1.84
stroud green,gloucestershire,51.76,-2.29
stroud green,essex,51.57,0.66
stroxton,lincolnshire,52.86,-0.66
stroxworthy,devon,50.94,-4.36
st ruan,cornwall,49.99,-5.19
strubby,lincolnshire,53.31,0.17
structon's heath,hereford and worcester,52.28,-2.33
strugg's hill,lincolnshire,52.91,-0.08
strumpshaw,norfolk,52.61,1.46
st stephen,cornwall,50.34,-4.89
st stephens,cornwall,50.64,-4.37
st stephens,cornwall,50.40,-4.23
st stephens,hertfordshire,51.74,-0.36
st teath,cornwall,50.58,-4.74
st thomas,devon,50.70,-3.55
st tudy,cornwall,50.55,-4.74
stubb,norfolk,52.74,1.56
stubbermere,west sussex,50.87,-0.93
stubber's green,walsall,52.60,-1.94
stubbings,berkshire,51.52,-0.79
stubbing's green,suffolk,52.32,1.02
stubbington,hampshire,50.82,-1.22
stubbins,lancashire,53.87,-2.76
stubbins,lancashire,53.65,-2.33
stubble green,cumbria,54.37,-3.46
stubbles,berkshire,51.48,-1.18
stubb's cross,kent,51.10,0.82
stubbs green,norfolk,52.52,1.46
stubhampton,dorset,50.91,-2.12
stubshaw cross,wigan,53.49,-2.63
stubton,lincolnshire,53.02,-0.7
stubwood,staffordshire,52.94,-1.86
stuckton,hampshire,50.91,-1.77
studdal,kent,51.19,1.3
studd hill,kent,51.36,1.08
studfold,north yorkshire,54.12,-2.29
stud green,berkshire,51.48,-0.73
stud green,cheshire,53.15,-2.4
studham,bedfordshire,51.82,-0.52
studland,dorset,50.63,-1.95
studley,warwickshire,52.26,-1.89
studley,wiltshire,51.43,-2.05
studley green,buckinghamshire,51.64,-0.85
studley green,wiltshire,51.30,-2.24
studley roger,north yorkshire,54.12,-1.55
studley royal,north yorkshire,54.12,-1.58
stumps cross,gloucestershire,51.96,-1.89
stuntney,cambridgeshire,52.37,0.27
stunts green,east sussex,50.89,0.3
sturbridge,staffordshire,52.86,-2.25
sturford,wiltshire,51.19,-2.24
sturgate,lincolnshire,53.39,-0.69
sturmer,essex,52.05,0.46
sturminster common,dorset,50.90,-2.3
sturminster marshall,dorset,50.79,-2.08
sturminster newton,dorset,50.92,-2.31
sturry,kent,51.29,1.11
stursdon,cornwall,50.88,-4.5
sturton by stow,lincolnshire,53.30,-0.66
sturton le steeple,nottinghamshire,53.34,-0.82
stuston,suffolk,52.34,1.12
stutton,suffolk,51.96,1.12
stutton,north yorkshire,53.86,-1.28
st veep,cornwall,50.36,-4.63
st wenn,cornwall,50.44,-4.87
st weonards,hereford and worcester,51.91,-2.74
st winnow,cornwall,50.38,-4.66
styal,cheshire,53.34,-2.25
styants bottom,kent,51.28,0.24
styche hall,shropshire,52.91,-2.53
stydd,lancashire,53.81,-2.53
styhead gill,cumbria,54.47,-3.2
styrrup,nottinghamshire,53.40,-1.09
suckley,hereford and worcester,52.15,-2.41
suckley green,hereford and worcester,52.17,-2.42
suckley knowl,hereford and worcester,52.17,-2.42
sucksted green,essex,51.92,0.29
sudborough,northamptonshire,52.42,-0.58
sudbourne,suffolk,52.12,1.51
sudbrook,lincolnshire,52.98,-0.55
sudbrooke,lincolnshire,53.27,-0.45
sudbury,suffolk,52.03,0.72
sudbury,ealing,51.55,-0.32
sudbury,derbyshire,52.88,-1.76
sudden,rochdale,53.59,-2.18
sudgrove,gloucestershire,51.76,-2.1
suffield,north yorkshire,54.29,-0.49
suffield,norfolk,52.83,1.3
sugnall,staffordshire,52.86,-2.31
sugwas pool,hereford and worcester,52.06,-2.8
sulgrave,northamptonshire,52.10,-1.19
sulgrave,sunderland,54.90,-1.51
sulham,berkshire,51.46,-1.08
sulhampstead,berkshire,51.40,-1.09
sulhampstead abbots,berkshire,51.39,-1.08
sulhampstead bannister upper end,berkshire,51.40,-1.09
sullington,west sussex,50.90,-0.45
sullington warren,west sussex,50.91,-0.45
summerbridge,north yorkshire,54.05,-1.69
summercourt,cornwall,50.36,-4.98
summerfield,hereford and worcester,52.35,-2.25
summerfield,kent,51.24,1.25
summerfield,norfolk,52.91,0.58
summerfield park,birmingham,52.48,-1.95
summer heath,buckinghamshire,51.60,-0.93
summer hill,east sussex,50.84,0.24
summerhill,hereford and worcester,52.38,-2.28
summer hill,sandwell,52.53,-2.06
summerhill,staffordshire,52.64,-1.89
summerhill,shropshire,52.76,-2.41
summerhouse,darlington,54.56,-1.69
summerlands,somerset,50.94,-2.65
summerlands,cumbria,54.26,-2.72
summerley,derbyshire,53.29,-1.44
summerscales,north yorkshire,53.98,-1.84
summersdale,west sussex,50.84,-0.77
summerseat,bury,53.62,-2.31
summerstown,buckinghamshire,51.89,-1.05
summerstown,wandsworth,51.43,-0.18
summertown,oxfordshire,51.76,-1.26
summit,rochdale,53.65,-2.09
summit,rochdale,53.59,-2.24
summit,rochdale,53.57,-2.15
sunbrick,cumbria,54.14,-3.1
sunbury,surrey,51.40,-0.41
sunbury common,surrey,51.41,-0.43
sunderland,cumbria,54.70,-3.28
sunderland,lancashire,53.98,-2.88
sunderland bridge,durham,54.72,-1.59
sundon park,luton,51.91,-0.47
sundridge,kent,51.27,0.12
sundridge,bromley,51.41,0.02
sunhill,gloucestershire,51.71,-1.84
sunken marsh,essex,51.52,0.59
sunningdale,berkshire,51.39,-0.63
sunninghill,berkshire,51.40,-0.66
sunningwell,oxfordshire,51.69,-1.29
sunniside,sunderland,54.84,-1.48
sunniside,durham,54.73,-1.78
sunniside,gateshead,54.91,-1.68
sunny bank,bury,53.55,-2.28
sunny bower,lancashire,53.76,-2.45
sunny brow,durham,54.70,-1.72
sunnyfields,doncaster,53.53,-1.18
sunny hill,derbyshire,52.88,-1.51
sunnyhurst,lancashire,53.69,-2.48
sunnylaw,stirling,56.15,-3.95
sunnymead,oxfordshire,51.77,-1.27
sunnymeads,berkshire,51.46,-0.56
sunnymede,essex,51.61,0.42
sunnyside,west sussex,51.11,-0.01
sunnyside,rotherham,53.43,-1.29
sunrising estate,cornwall,50.35,-4.46
sunset,hereford and worcester,52.19,-3.02
sunton,wiltshire,51.28,-1.65
surbiton,surrey,51.39,-0.31
surfleet,lincolnshire,52.83,-0.14
surfleet seas end,lincolnshire,52.83,-0.11
surlingham,norfolk,52.60,1.41
surrex,essex,51.86,0.7
suspension bridge,cambridgeshire,52.50,0.25
sustead,norfolk,52.87,1.23
sutcombe,devon,50.87,-4.36
sutcombemill,devon,50.87,-4.36
suton,norfolk,52.54,1.08
sutterby,lincolnshire,53.22,0.06
sutterton,lincolnshire,52.89,-0.09
sutterton dowdyke,lincolnshire,52.87,-0.09
sutton,kent,51.19,1.33
sutton,somerset,51.09,-2.54
sutton,west sussex,50.92,-0.62
sutton,east sussex,50.77,0.11
sutton,devon,50.26,-3.82
sutton,shropshire,52.47,-2.41
sutton,cambridgeshire,52.39,0.11
sutton,cambridgeshire,52.56,-0.39
sutton,bedfordshire,52.10,-0.21
sutton,suffolk,52.05,1.35
sutton,oxfordshire,51.75,-1.4
sutton,berkshire,51.49,-0.53
sutton,north yorkshire,53.71,-1.25
sutton,doncaster,53.60,-1.17
sutton,nottinghamshire,53.34,-0.97
sutton,nottinghamshire,52.92,-0.87
sutton,lincolnshire,53.05,-0.7
sutton,shropshire,52.83,-2.96
sutton,shropshire,52.68,-2.74
sutton,norfolk,52.75,1.52
sutton,shropshire,52.87,-2.5
sutton,staffordshire,52.79,-2.35
sutton abinger,surrey,51.19,-0.42
sutton at hone,kent,51.40,0.22
sutton bassett,northamptonshire,52.50,-0.86
sutton benger,wiltshire,51.50,-2.08
sutton bingham,somerset,50.89,-2.65
sutton bonington,nottinghamshire,52.82,-1.25
sutton bridge,lincolnshire,52.76,0.17
sutton brook,derbyshire,52.83,-1.6
sutton cheney,leicestershire,52.59,-1.39
sutton coldfield,birmingham,52.55,-1.8
sutton corner,lincolnshire,52.82,0.12
sutton courtenay,oxfordshire,51.63,-1.27
sutton crosses,lincolnshire,52.76,0.11
sutton end,west sussex,50.93,-0.6
sutton forest side,nottinghamshire,53.12,-1.25
sutton gault,cambridgeshire,52.39,0.08
sutton green,surrey,51.27,-0.56
sutton green,cheshire,53.27,-2.94
sutton hall,shropshire,52.60,-2.42
sutton hill,shropshire,52.62,-2.44
sutton holms,dorset,50.88,-1.93
sutton howgrave,north yorkshire,54.20,-1.52
sutton in ashfield,nottinghamshire,53.11,-1.26
sutton-in-craven,north yorkshire,53.88,-2.0
sutton in the elms,leicestershire,52.53,-1.24
sutton lakes,hereford and worcester,52.11,-2.67
sutton lane ends,cheshire,53.23,-2.12
sutton maddock,shropshire,52.60,-2.41
sutton mallet,somerset,51.11,-2.9
sutton mandeville,wiltshire,51.05,-2.02
sutton marsh,hereford and worcester,52.09,-2.67
sutton mill,north yorkshire,53.89,-2.0
sutton montis,somerset,51.01,-2.54
sutton on sea,lincolnshire,53.30,0.27
sutton-on-the-forest,north yorkshire,54.06,-1.11
sutton on the hill,derbyshire,52.89,-1.65
sutton on trent,nottinghamshire,53.17,-0.81
sutton poyntz,dorset,50.64,-2.42
sutton row,wiltshire,51.05,-2.04
sutton scarsdale,derbyshire,53.20,-1.34
sutton scotney,hampshire,51.14,-1.34
sutton st edmund,lincolnshire,52.69,0.01
sutton st james,lincolnshire,52.74,0.05
sutton st michael,hereford and worcester,52.10,-2.7
sutton st nicholas,hereford and worcester,52.10,-2.68
sutton street,suffolk,52.04,1.35
sutton-under-brailes,warwickshire,52.03,-1.57
sutton-under-whitestonecliffe,north yorkshire,54.23,-1.26
sutton valence,kent,51.21,0.59
sutton veny,wiltshire,51.17,-2.15
sutton waldron,dorset,50.93,-2.2
sutton weaver,cheshire,53.30,-2.69
sutton wick,oxfordshire,51.64,-1.32
swaby,lincolnshire,53.27,0.06
swadlincote,derbyshire,52.76,-1.57
swaffham,norfolk,52.64,0.67
swaffham bulbeck,cambridgeshire,52.23,0.26
swaffham prior,cambridgeshire,52.25,0.29
swafield,norfolk,52.83,1.38
swaile's green,east sussex,50.96,0.51
swainby,north yorkshire,54.41,-1.27
swain house,bradford,53.82,-1.75
swainshill,hereford and worcester,52.06,-2.78
swainsthorpe,norfolk,52.55,1.25
swaithe,barnsley,53.53,-1.44
swalcliffe,oxfordshire,52.03,-1.46
swale,north yorkshire,54.37,-1.86
swalecliffe,kent,51.36,1.05
swallohurst,cumbria,54.30,-3.38
swallow,lincolnshire,53.51,-0.23
swallow beck,lincolnshire,53.20,-0.57
swallowcliffe,wiltshire,51.03,-2.05
swallowfield,berkshire,51.37,-0.96
swallowfields,devon,50.43,-3.7
swallownest,rotherham,53.36,-1.34
swallows cross,essex,51.65,0.32
swalwell,gateshead,54.95,-1.68
swampton,hampshire,51.24,-1.41
swanage,dorset,50.60,-1.97
swanbach,cheshire,52.97,-2.52
swanborough,swindon,51.61,-1.74
swan bottom,buckinghamshire,51.73,-0.69
swanbourne,buckinghamshire,51.93,-0.83
swan green,suffolk,52.31,1.35
swan green,cheshire,53.25,-2.4
swanley,gloucestershire,51.66,-2.43
swanley,kent,51.39,0.16
swanley bar,hertfordshire,51.70,-0.19
swanley village,kent,51.39,0.18
swanmore,hampshire,50.94,-1.19
swanmore,isle of wight,50.71,-1.16
swannington,norfolk,52.72,1.15
swannington,leicestershire,52.74,-1.39
swanpool,lincolnshire,53.21,-0.57
swanscombe,kent,51.44,0.28
swanside,knowsley,53.41,-2.88
swan street,essex,51.90,0.74
swanton abbott,norfolk,52.77,1.34
swanton hill,norfolk,52.78,1.35
swanton morley,norfolk,52.70,0.97
swanton novers,norfolk,52.84,0.99
swanton street,kent,51.29,0.68
swan village,sandwell,52.52,-2.03
swanwick,hampshire,50.87,-1.27
swanwick,derbyshire,53.07,-1.4
swanwick green,cheshire,53.01,-2.67
swarby,lincolnshire,52.94,-0.45
swarcliffe,leeds,53.81,-1.45
swardeston,norfolk,52.57,1.24
swarkestone,derbyshire,52.84,-1.45
swarland,northumberland,55.32,-1.74
swarraton,hampshire,51.12,-1.2
swartha,bradford,53.91,-1.92
swarthmoor,cumbria,54.18,-3.12
swathwick,derbyshire,53.19,-1.46
swaton,lincolnshire,52.91,-0.32
swavesey,cambridgeshire,52.29,-0.01
sway,hampshire,50.78,-1.61
swayfield,lincolnshire,52.78,-0.53
sweet green,hereford and worcester,52.25,-2.52
sweetham,devon,50.77,-3.59
sweethaws,east sussex,51.03,0.13
sweethay,somerset,50.98,-3.14
sweetholme,cumbria,54.55,-2.69
sweets,cornwall,50.72,-4.62
sweetshouse,cornwall,50.41,-4.7
sweffling,suffolk,52.21,1.42
swell,somerset,51.00,-2.91
swelling hill,hampshire,51.08,-1.07
swepstone,leicestershire,52.68,-1.46
swere,oxfordshire,51.96,-1.5
swerford,oxfordshire,51.97,-1.46
swettenham,cheshire,53.20,-2.3
swetton,north yorkshire,54.15,-1.71
swift,leicestershire,52.44,-1.21
swift's green,kent,51.16,0.67
swilder burn,northumberland,55.12,-1.96
swilland,suffolk,52.12,1.18
swillbrook,lancashire,53.80,-2.79
swillington,leeds,53.76,-1.42
swillington common,leeds,53.78,-1.42
swimbridge,devon,51.04,-3.97
swimbridge newland,devon,51.05,-3.99
swinbrook,oxfordshire,51.80,-1.59
swincliffe,north yorkshire,54.01,-1.63
swincombe,devon,51.15,-3.87
swindale beck,cumbria,54.50,-2.77
swinden,north yorkshire,53.98,-2.21
swinderby,lincolnshire,53.14,-0.71
swindon,staffordshire,52.50,-2.2
swindon,gloucestershire,51.92,-2.1
swineshead,bedfordshire,52.27,-0.46
swineshead,lincolnshire,52.94,-0.17
swineshead bridge,lincolnshire,52.97,-0.19
swinethorpe,lincolnshire,53.21,-0.69
swinford,leicestershire,52.40,-1.17
swinford,oxfordshire,51.76,-1.36
swingate,nottinghamshire,52.99,-1.25
swingbrow,cambridgeshire,52.47,0.01
swingfield minnis,kent,51.13,1.15
swingfield street,kent,51.14,1.18
swingleton green,suffolk,52.08,0.85
swinhoe,northumberland,55.54,-1.68
swinhope,lincolnshire,53.44,-0.17
swinithwaite,north yorkshire,54.29,-1.94
swinmore common,hereford and worcester,52.06,-2.48
swinnow moor,leeds,53.79,-1.65
swinscoe,staffordshire,53.02,-1.8
swinside,cumbria,54.57,-3.17
swinstead,lincolnshire,52.78,-0.5
swinsty reservoir,north yorkshire,53.97,-1.69
swinton,north yorkshire,54.14,-0.85
swinton,north yorkshire,54.20,-1.67
swinton,salford,53.50,-2.34
swinton,rotherham,53.47,-1.32
swinton bridge,rotherham,53.48,-1.3
swinton park,salford,53.49,-2.33
swithland,leicestershire,52.71,-1.18
sworton heath,cheshire,53.35,-2.48
swynnerton,staffordshire,52.91,-2.22
swyre,dorset,50.68,-2.68
sycamore,devon,50.84,-3.0
syde,gloucestershire,51.78,-2.08
sydenham,somerset,51.12,-2.98
sydenham,oxfordshire,51.70,-0.94
sydenham damerel,devon,50.56,-4.26
syderstone,norfolk,52.85,0.71
sydling st nicholas,dorset,50.78,-2.52
sydmonton,hampshire,51.31,-1.31
sydney,cheshire,53.10,-2.41
syerston,nottinghamshire,53.01,-0.89
syke,rochdale,53.63,-2.16
sykehouse,doncaster,53.63,-1.04
sykes,lancashire,53.95,-2.56
syleham,suffolk,52.35,1.24
symondsbury,dorset,50.73,-2.79
symonds green,hertfordshire,51.91,-0.22
symonds yat,hereford and worcester,51.84,-2.65
synderford,dorset,50.82,-2.88
synwell,gloucestershire,51.63,-2.34
syreford,gloucestershire,51.87,-1.97
syresham,northamptonshire,52.06,-1.09
syston,lincolnshire,52.94,-0.63
syston,leicestershire,52.69,-1.08
sytchampton,hereford and worcester,52.29,-2.23
sytch ho green,shropshire,52.50,-2.32
sytch lane,shropshire,52.77,-2.56
sywell,northamptonshire,52.29,-0.79
tabley hill,cheshire,53.30,-2.4
tachbrook mallory,warwickshire,52.25,-1.54
tacker street,somerset,51.12,-3.4
tackley,oxfordshire,51.87,-1.31
tacolneston,norfolk,52.50,1.15
tadcaster,north yorkshire,53.88,-1.27
tadden,dorset,50.80,-2.02
taddington,gloucestershire,51.97,-1.88
taddington,derbyshire,53.23,-1.79
taddiport,devon,50.94,-4.16
tadhill,somerset,51.21,-2.45
tadley,oxfordshire,51.58,-1.23
tadley,hampshire,51.34,-1.13
tadlow,cambridgeshire,52.10,-0.13
tadmarton,oxfordshire,52.03,-1.43
tadnoll,dorset,50.67,-2.29
tadworth,surrey,51.29,-0.25
takeley,essex,51.86,0.26
takeley street,essex,51.86,0.23
talaton,devon,50.78,-3.33
talbot heath,poole,50.73,-1.91
talbot village,bournemouth,50.74,-1.9
talbot woods,bournemouth,50.72,-1.9
taleford,devon,50.75,-3.29
talewater,devon,50.78,-3.3
talke,staffordshire,53.07,-2.27
talke pits,staffordshire,53.06,-2.27
talkin,cumbria,54.90,-2.71
talland,cornwall,50.33,-4.5
tallentire,cumbria,54.70,-3.39
tallington,lincolnshire,52.65,-0.38
talskiddy,cornwall,50.44,-4.94
tal-y-bont,conwy,53.19,-3.85
tal-y-cafn,conwy,53.22,-3.81
tamar,cornwall,50.75,-4.39
tamar,devon,50.86,-4.42
tame,warwickshire,52.51,-1.69
tame,staffordshire,52.72,-1.71
tame,birmingham,52.51,-1.91
tame bridge,north yorkshire,54.46,-1.23
tamer lane end,wigan,53.50,-2.55
tamerton foliot,devon,50.42,-4.15
tame valley canal,birmingham,52.52,-1.92
tame water,oldham,53.55,-2.03
tamfourhill,falkirk,55.99,-3.84
tamworth,staffordshire,52.62,-1.67
tamworth green,lincolnshire,52.95,0.05
tanat,shropshire,52.80,-3.15
tancred,north yorkshire,54.01,-1.31
tanden,kent,51.10,0.72
tandridge,surrey,51.23,-0.03
tanfield,durham,54.88,-1.72
tanfield lea,durham,54.88,-1.72
tang,north yorkshire,54.00,-1.65
tang hall,york,53.96,-1.05
tangley,hampshire,51.26,-1.52
tangmere,west sussex,50.84,-0.72
tan hills,durham,54.81,-1.61
tanhouse,lancashire,53.53,-2.77
tanis,wiltshire,51.35,-2.03
tankersley,barnsley,53.48,-1.48
tankerton,kent,51.35,1.04
tan-lan,conwy,53.15,-3.81
tanner's green,hereford and worcester,52.36,-1.88
tannington place,suffolk,52.25,1.26
tan office,suffolk,52.22,1.07
tan office green,suffolk,52.19,0.6
tansley,derbyshire,53.12,-1.52
tansley hill,dudley,52.49,-2.07
tansley knoll,derbyshire,53.13,-1.52
tansor,northamptonshire,52.50,-0.45
tanterton,lancashire,53.78,-2.74
tantobie,durham,54.88,-1.73
tanwood,hereford and worcester,52.36,-2.14
tanworth-in-arden,warwickshire,52.32,-1.83
tan-y-fron,conwy,53.16,-3.57
taplow,buckinghamshire,51.52,-0.68
tapnage,hampshire,50.88,-1.21
tapton,derbyshire,53.24,-1.41
tapton hill,sheffield,53.37,-1.52
tarbock green,knowsley,53.37,-2.81
tardebigge,hereford and worcester,52.31,-2.01
tardy gate,lancashire,53.71,-2.71
tarleton,lancashire,53.67,-2.83
tarleton moss,lancashire,53.68,-2.86
tarlscough,lancashire,53.61,-2.86
tarlton,gloucestershire,51.68,-2.07
tarn,bradford,53.84,-1.75
tarnbrook,lancashire,53.98,-2.64
tarnock,somerset,51.26,-2.9
tarns,cumbria,54.81,-3.38
tarnside,cumbria,54.30,-2.87
tarporley,cheshire,53.15,-2.67
tarpots,essex,51.56,0.53
tarraby,cumbria,54.91,-2.93
tarrant crawford,dorset,50.82,-2.11
tarrant gunville,dorset,50.90,-2.11
tarrant hinton,dorset,50.89,-2.1
tarrant keyneston,dorset,50.83,-2.11
tarrant launceston,dorset,50.88,-2.08
tarrant monkton,dorset,50.87,-2.08
tarrant rushton,dorset,50.84,-2.1
tarring neville,east sussex,50.80,0.04
tarrington,hereford and worcester,52.05,-2.57
tarrington common,hereford and worcester,52.04,-2.57
tarts hill,shropshire,52.93,-2.84
tarvin,cheshire,53.18,-2.77
tarvin sands,cheshire,53.19,-2.76
tas,norfolk,52.46,1.11
tasburgh,norfolk,52.50,1.24
tasley,shropshire,52.54,-2.45
taston,oxfordshire,51.88,-1.49
tat bank,sandwell,52.49,-2.01
tatenhill,staffordshire,52.78,-1.7
tatenhill common,staffordshire,52.79,-1.71
tatham,lancashire,54.11,-2.61
tathwell,lincolnshire,53.31,-0.01
tatling end,buckinghamshire,51.57,-0.54
tatsfield,surrey,51.29,0.02
tattenhall,cheshire,53.11,-2.77
tatterford,norfolk,52.81,0.75
tattersett,norfolk,52.82,0.72
tattershall,lincolnshire,53.10,-0.19
tattershall bridge,lincolnshire,53.08,-0.22
tattershall thorpe,lincolnshire,53.11,-0.19
tattingstone,suffolk,51.99,1.1
tattingstone white horse,suffolk,51.99,1.1
tattle bank,warwickshire,52.26,-1.73
tatton dale,cheshire,53.33,-2.39
tatworth,somerset,50.84,-2.96
taunton,somerset,51.01,-3.09
taverham,norfolk,52.68,1.19
taverners green,essex,51.83,0.26
tavistock,devon,50.54,-4.14
tavy,devon,50.62,-4.04
taw,devon,50.92,-3.9
taw green,devon,50.75,-3.91
tawstock,devon,51.04,-4.06
taxal,derbyshire,53.30,-2.0
taynton,oxfordshire,51.81,-1.66
taynton,gloucestershire,51.88,-2.39
